id;name;height;weight;length;width;category
296.0;PRODUTO 296;10.0;10.0;10.0;10.0;infoproduto
297.0;PRODUTO 297;10.0;10.0;10.0;10.0;infoproduto
298.0;PRODUTO 298;10.0;10.0;10.0;10.0;cosmetico
299.0;PRODUTO 299;10.0;10.0;10.0;10.0;eletronico
300.0;PRODUTO 300;4.0;0.35;37.0;15.0;cosmetico
301.0;PRODUTO 301;17.0;0.22;21.0;9.0;suplemento
302.0;PRODUTO 302;14.0;0.55;35.0;13.0;eletronico
303.0;PRODUTO 303;6.0;0.07;20.0;6.0;infoproduto
304.0;PRODUTO 304;18.0;0.22;13.0;9.0;infoproduto
305.0;PRODUTO 305;10.0;10.0;10.0;10.0;eletronico
306.0;PRODUTO 306;10.0;10.0;10.0;10.0;livro
307.0;PRODUTO 307;10.0;10.0;10.0;10.0;eletronico
308.0;PRODUTO 308;10.0;10.0;10.0;10.0;limpeza
309.0;PRODUTO 309;10.0;10.0;10.0;10.0;limpeza
310.0;PRODUTO 310;1000.0;10.0;1000.0;1000.0;cosmetico
311.0;PRODUTO 311;999999.99;1000.0;999999.99;999999.99;livro
312.0;PRODUTO 312;1000.0;10.0;1000.0;1000.0;vestuario
313.0;PRODUTO 313;1000.0;1000.0;1000.0;1000.0;livro
314.0;PRODUTO 314;100.0;10.0;100.0;100.0;movel
315.0;PRODUTO 315;36.0;0.55;45.0;6.0;eletronico
316.0;PRODUTO 316;11.0;0.07;6.0;6.0;eletronico
317.0;PRODUTO 317;110000.0;3500.0;180000.0;120000.0;limpeza
318.0;PRODUTO 318;1000.0;1000.0;1000.0;1000.0;livro
319.0;PRODUTO 319;1000.0;1000.0;1000.0;1000.0;infoproduto
320.0;PRODUTO 320;1.0;1.0;1.0;1.0;movel
321.0;PRODUTO 321;10.0;10.0;10.0;10.0;eletronico
322.0;PRODUTO 322;10.0;10.0;10.0;10.0;vestuario
323.0;PRODUTO 323;28.0;1.31;47.0;14.0;eletronico
324.0;PRODUTO 324;23.0;3.93;43.0;33.0;eletronico
325.0;PRODUTO 325;10.0;10.0;10.0;10.0;eletronico
326.0;PRODUTO 326;10.0;10.0;10.0;10.0;suplemento
327.0;PRODUTO 327;0.0;0.0;0.0;0.0;cosmetico
328.0;PRODUTO 328;10.0;10.0;10.0;10.0;movel
329.0;PRODUTO 329;28.0;1.31;47.0;14.0;suplemento
330.0;PRODUTO 330;23.0;3.93;43.0;33.0;limpeza
331.0;PRODUTO 331;1.0;1.0;1.0;1.0;cosmetico
332.0;PRODUTO 332;10.0;10.0;10.0;10.0;limpeza
333.0;PRODUTO 333;10.0;10.0;10.0;10.0;cosmetico
334.0;PRODUTO 334;35.0;2.7;17.0;0.82;limpeza
335.0;PRODUTO 335;11.0;0.36;23.0;7.0;vestuario
336.0;PRODUTO 336;10.0;10.0;10.0;10.0;eletronico
337.0;PRODUTO 337;10.0;10.0;10.0;10.0;eletronico
338.0;PRODUTO 338;1.0;1.0;1.0;1.0;eletronico
339.0;PRODUTO 339;1.0;1.0;1.0;1.0;limpeza
340.0;PRODUTO 340;100.0;100.0;100.0;100.0;vestuario
341.0;PRODUTO 341;3.0;1.05;50.0;40.0;infoproduto
342.0;PRODUTO 342;9.0;3.15;50.0;40.0;cosmetico
343.0;PRODUTO 343;15.0;5.25;50.0;40.0;livro
344.0;PRODUTO 344;10.0;10.0;10.0;10.0;infoproduto
345.0;PRODUTO 345;0.0;0.0;0.0;0.0;cosmetico
346.0;PRODUTO 346;0.0;0.0;0.0;0.0;movel
347.0;PRODUTO 347;10.0;10.0;10.0;10.0;movel
348.0;PRODUTO 348;18.0;1.35;34.0;28.0;movel
349.0;PRODUTO 349;30.0;2.25;34.0;28.0;eletronico
350.0;PRODUTO 350;10.0;10.0;10.0;10.0;suplemento
351.0;PRODUTO 351;10.0;10.0;10.0;10.0;vestuario
352.0;PRODUTO 352;10.0;10.0;10.0;10.0;vestuario
353.0;PRODUTO 353;10.0;10.0;10.0;10.0;suplemento
354.0;PRODUTO 354;2.0;0.6;40.0;30.0;cosmetico
355.0;PRODUTO 355;6.0;1.8;40.0;30.0;livro
356.0;PRODUTO 356;10.0;3.0;40.0;30.0;suplemento
357.0;PRODUTO 357;11.0;0.36;23.0;7.0;cosmetico
358.0;PRODUTO 358;6.0;0.45;34.0;28.0;infoproduto
359.0;PRODUTO 359;0.0;0.0;0.0;0.0;eletronico
360.0;PRODUTO 360;0.0;0.0;0.0;0.0;livro
361.0;PRODUTO 361;10.0;10.0;10.0;10.0;infoproduto
362.0;PRODUTO 362;0.0;0.0;0.0;0.0;livro
363.0;PRODUTO 363;10.0;10.0;10.0;10.0;eletronico
364.0;PRODUTO 364;10.0;10.0;10.0;10.0;cosmetico
365.0;PRODUTO 365;10.0;10.0;10.0;10.0;livro
366.0;PRODUTO 366;10.0;10.0;10.0;10.0;cosmetico
367.0;PRODUTO 367;10.0;10.0;10.0;10.0;eletronico
368.0;PRODUTO 368;10.0;10.0;10.0;10.0;eletronico
369.0;PRODUTO 369;10.0;10.0;10.0;10.0;infoproduto
370.0;PRODUTO 370;10.0;10.0;10.0;10.0;eletronico
371.0;PRODUTO 371;0.0;0.0;0.0;0.0;cosmetico
372.0;PRODUTO 372;10.0;10.0;10.0;10.0;cosmetico
373.0;PRODUTO 373;10.0;10.0;10.0;10.0;eletronico
374.0;PRODUTO 374;10.0;10.0;10.0;10.0;cosmetico
375.0;PRODUTO 375;10.0;10.0;10.0;10.0;suplemento
376.0;PRODUTO 376;10.0;10.0;10.0;10.0;eletronico
377.0;PRODUTO 377;10.0;10.0;10.0;10.0;vestuario
378.0;PRODUTO 378;10.0;10.0;10.0;10.0;movel
379.0;PRODUTO 379;10.0;10.0;10.0;10.0;cosmetico
380.0;PRODUTO 380;10.0;10.0;10.0;10.0;limpeza
381.0;PRODUTO 381;10.0;10.0;10.0;10.0;eletronico
382.0;PRODUTO 382;10.0;10.0;10.0;10.0;infoproduto
383.0;PRODUTO 383;10.0;10.0;10.0;10.0;limpeza
384.0;PRODUTO 384;10.0;10.0;10.0;10.0;cosmetico
385.0;PRODUTO 385;10.0;10.0;10.0;10.0;cosmetico
386.0;PRODUTO 386;10.0;0.81;40.0;26.0;eletronico
387.0;PRODUTO 387;25.0;1.62;45.0;35.0;infoproduto
388.0;PRODUTO 388;30.0;2.43;45.0;35.0;eletronico
389.0;PRODUTO 389;10.0;10.0;10.0;10.0;livro
390.0;PRODUTO 390;10.0;10.0;10.0;10.0;eletronico
391.0;PRODUTO 391;10.0;10.0;10.0;10.0;infoproduto
392.0;PRODUTO 392;100.0;100.0;100.0;100.0;cosmetico
393.0;PRODUTO 393;100.0;100.0;100.0;100.0;cosmetico
394.0;PRODUTO 394;100.0;100.0;100.0;100.0;eletronico
395.0;PRODUTO 395;10.0;10.0;10.0;10.0;limpeza
396.0;PRODUTO 396;1.0;1.0;1.0;0.01;eletronico
397.0;PRODUTO 397;10.0;10.0;10.0;10.0;eletronico
398.0;PRODUTO 398;10.0;10.0;10.0;10.0;livro
399.0;PRODUTO 399;1.0;1.0;1.0;1.0;infoproduto
400.0;PRODUTO 400;10.0;10.0;10.0;10.0;vestuario
401.0;PRODUTO 401;0.01;0.01;0.01;0.01;cosmetico
402.0;PRODUTO 402;1.0;1.0;1.0;1.0;suplemento
403.0;PRODUTO 403;1.0;1.0;1.0;1.0;eletronico
404.0;PRODUTO 404;14.0;2.31;52.0;26.0;infoproduto
405.0;PRODUTO 405;27.0;5.16;53.0;30.0;vestuario
406.0;PRODUTO 406;10.0;10.0;10.0;10.0;infoproduto
407.0;PRODUTO 407;10.0;10.0;10.0;10.0;eletronico
408.0;PRODUTO 408;1.0;1.0;1.0;1.0;suplemento
409.0;PRODUTO 409;10.0;10.0;10.0;10.0;cosmetico
410.0;PRODUTO 410;10.0;10.0;10.0;10.0;infoproduto
411.0;PRODUTO 411;10.0;10.0;10.0;10.0;infoproduto
412.0;PRODUTO 412;10.0;10.0;10.0;10.0;suplemento
413.0;PRODUTO 413;0.01;0.01;0.01;0.01;infoproduto
414.0;PRODUTO 414;10.0;10.0;10.0;10.0;livro
415.0;PRODUTO 415;10.0;10.0;10.0;10.0;movel
416.0;PRODUTO 416;1.0;1.0;1.0;1.0;vestuario
417.0;PRODUTO 417;10.0;10.0;10.0;10.0;eletronico
418.0;PRODUTO 418;0.0;0.0;0.0;0.0;eletronico
419.0;PRODUTO 419;10.0;10.0;10.0;10.0;infoproduto
420.0;PRODUTO 420;10.0;10.0;10.0;10.0;limpeza
421.0;PRODUTO 421;10.0;10.0;10.0;10.0;movel
422.0;PRODUTO 422;10.0;10.0;10.0;10.0;limpeza
423.0;PRODUTO 423;10.0;10.0;10.0;10.0;limpeza
424.0;PRODUTO 424;10.0;10.0;10.0;10.0;eletronico
425.0;PRODUTO 425;10.0;10.0;10.0;10.0;cosmetico
426.0;PRODUTO 426;10.0;10.0;10.0;10.0;cosmetico
427.0;PRODUTO 427;0.0;0.0;0.0;0.0;eletronico
428.0;PRODUTO 428;0.0;0.0;0.0;0.0;infoproduto
429.0;PRODUTO 429;10.0;10.0;10.0;10.0;cosmetico
430.0;PRODUTO 430;10.0;10.0;10.0;10.0;infoproduto
431.0;PRODUTO 431;1.0;1.0;1.0;1.0;infoproduto
432.0;PRODUTO 432;1.0;1.0;1.0;1.0;movel
433.0;PRODUTO 433;10.0;10.0;10.0;10.0;livro
434.0;PRODUTO 434;1.0;1.0;1.0;1.0;eletronico
435.0;PRODUTO 435;10.0;10.0;10.0;10.0;eletronico
436.0;PRODUTO 436;1.0;1.0;1.0;1.0;movel
437.0;PRODUTO 437;1.0;1.0;1.0;1.0;eletronico
438.0;PRODUTO 438;0.01;0.01;0.01;0.01;suplemento
439.0;PRODUTO 439;0.01;0.01;0.01;0.01;cosmetico
440.0;PRODUTO 440;0.01;0.01;0.01;0.01;eletronico
441.0;PRODUTO 441;0.01;0.01;0.01;0.01;infoproduto
442.0;PRODUTO 442;0.01;10.0;0.01;0.01;vestuario
443.0;PRODUTO 443;0.01;0.01;0.01;0.01;eletronico
444.0;PRODUTO 444;0.01;0.01;0.01;0.01;eletronico
445.0;PRODUTO 445;0.01;0.01;0.01;0.01;vestuario
446.0;PRODUTO 446;0.0;0.0;0.0;0.0;livro
447.0;PRODUTO 447;0.0;0.0;0.0;0.0;vestuario
448.0;PRODUTO 448;0.0;0.0;0.0;0.0;cosmetico
449.0;PRODUTO 449;10.0;10.0;10.0;10.0;eletronico
450.0;PRODUTO 450;0.0;0.0;0.0;0.0;cosmetico
451.0;PRODUTO 451;0.0;0.0;0.0;0.0;eletronico
452.0;PRODUTO 452;0.0;0.0;0.0;0.0;suplemento
453.0;PRODUTO 453;0.0;0.0;0.0;0.0;eletronico
454.0;PRODUTO 454;0.0;0.0;0.0;0.0;cosmetico
455.0;PRODUTO 455;0.0;0.0;0.0;0.0;cosmetico
456.0;PRODUTO 456;0.0;0.0;0.0;0.0;suplemento
457.0;PRODUTO 457;0.0;0.0;0.0;0.0;cosmetico
458.0;PRODUTO 458;0.0;0.0;0.0;0.0;infoproduto
459.0;PRODUTO 459;0.0;0.0;0.0;0.0;livro
460.0;PRODUTO 460;0.0;0.0;0.0;0.0;livro
461.0;PRODUTO 461;0.0;0.0;0.0;0.0;suplemento
462.0;PRODUTO 462;0.01;0.01;0.01;0.01;livro
463.0;PRODUTO 463;0.0;0.0;0.0;0.0;eletronico
464.0;PRODUTO 464;0.0;0.0;0.0;0.0;infoproduto
465.0;PRODUTO 465;0.01;0.01;0.01;0.01;cosmetico
466.0;PRODUTO 466;0.01;10.0;0.01;0.01;vestuario
467.0;PRODUTO 467;0.01;0.01;0.01;0.01;cosmetico
468.0;PRODUTO 468;0.01;0.01;0.01;0.01;infoproduto
469.0;PRODUTO 469;0.01;0.01;0.01;0.01;eletronico
470.0;PRODUTO 470;0.01;0.01;0.01;0.01;eletronico
471.0;PRODUTO 471;0.01;0.01;0.01;0.01;infoproduto
472.0;PRODUTO 472;0.01;0.01;0.01;0.01;limpeza
473.0;PRODUTO 473;0.01;0.01;0.01;0.01;suplemento
474.0;PRODUTO 474;0.01;0.01;0.01;0.01;eletronico
475.0;PRODUTO 475;0.01;0.01;0.01;0.01;cosmetico
476.0;PRODUTO 476;0.01;0.01;0.01;0.01;cosmetico
477.0;PRODUTO 477;0.0;0.0;0.0;0.0;infoproduto
478.0;PRODUTO 478;0.0;0.0;0.0;0.0;eletronico
479.0;PRODUTO 479;0.0;0.0;0.0;0.0;cosmetico
480.0;PRODUTO 480;0.0;0.0;0.0;0.0;infoproduto
481.0;PRODUTO 481;0.0;0.0;0.0;0.0;eletronico
482.0;PRODUTO 482;0.0;0.0;0.0;0.0;suplemento
483.0;PRODUTO 483;0.0;0.0;0.0;0.0;cosmetico
484.0;PRODUTO 484;0.0;0.0;0.0;0.0;vestuario
485.0;PRODUTO 485;0.0;0.0;0.0;0.0;eletronico
486.0;PRODUTO 486;10.0;0.81;40.0;26.0;movel
487.0;PRODUTO 487;25.0;1.62;45.0;35.0;cosmetico
488.0;PRODUTO 488;0.0;0.0;0.0;0.0;limpeza
489.0;PRODUTO 489;0.0;0.0;0.0;0.0;cosmetico
490.0;PRODUTO 490;0.0;0.0;0.0;0.0;movel
491.0;PRODUTO 491;0.0;0.0;0.0;0.0;infoproduto
492.0;PRODUTO 492;0.0;0.0;0.0;0.0;eletronico
493.0;PRODUTO 493;0.0;0.0;0.0;0.0;livro
494.0;PRODUTO 494;0.0;0.0;0.0;0.0;eletronico
495.0;PRODUTO 495;0.0;0.0;0.0;0.0;cosmetico
496.0;PRODUTO 496;0.0;0.0;0.0;0.0;cosmetico
497.0;PRODUTO 497;0.0;0.0;0.0;0.0;livro
498.0;PRODUTO 498;0.0;0.0;0.0;0.0;infoproduto
499.0;PRODUTO 499;0.0;0.0;0.0;0.0;infoproduto
500.0;PRODUTO 500;0.0;0.0;0.0;0.0;livro
501.0;PRODUTO 501;0.01;0.01;0.01;0.01;cosmetico
502.0;PRODUTO 502;0.01;0.01;0.01;0.01;limpeza
503.0;PRODUTO 503;0.0;0.0;0.0;0.0;vestuario
504.0;PRODUTO 504;0.0;0.0;0.0;0.0;infoproduto
505.0;PRODUTO 505;0.0;0.0;0.0;0.0;limpeza
506.0;PRODUTO 506;0.0;0.0;0.0;0.0;vestuario
507.0;PRODUTO 507;28.0;1.31;47.0;14.0;vestuario
508.0;PRODUTO 508;28.0;2.62;47.0;14.0;infoproduto
509.0;PRODUTO 509;23.0;3.93;43.0;33.0;vestuario
510.0;PRODUTO 510;0.0;0.0;0.0;0.0;movel
511.0;PRODUTO 511;0.0;0.0;0.0;0.0;eletronico
512.0;PRODUTO 512;0.0;0.0;0.0;0.0;movel
513.0;PRODUTO 513;10.0;0.0;10.0;10.0;infoproduto
514.0;PRODUTO 514;10.0;10.0;10.0;10.0;cosmetico
515.0;PRODUTO 515;10.0;10.0;10.0;10.0;livro
516.0;PRODUTO 516;0.0;0.0;0.0;0.0;cosmetico
517.0;PRODUTO 517;0.0;0.0;0.0;0.0;cosmetico
518.0;PRODUTO 518;0.0;0.0;0.0;0.0;suplemento
519.0;PRODUTO 519;0.0;0.0;0.0;0.0;movel
520.0;PRODUTO 520;0.0;0.0;0.0;0.0;suplemento
521.0;PRODUTO 521;0.0;0.0;0.0;0.0;infoproduto
522.0;PRODUTO 522;0.0;0.0;0.0;0.0;eletronico
523.0;PRODUTO 523;0.0;0.0;0.0;0.0;cosmetico
524.0;PRODUTO 524;0.0;0.0;0.0;0.0;limpeza
525.0;PRODUTO 525;0.0;0.0;0.0;0.0;eletronico
526.0;PRODUTO 526;0.0;0.0;0.0;0.0;eletronico
527.0;PRODUTO 527;0.0;0.0;0.0;0.0;cosmetico
528.0;PRODUTO 528;0.0;0.0;0.0;0.0;eletronico
529.0;PRODUTO 529;0.0;0.0;0.0;0.0;vestuario
530.0;PRODUTO 530;0.0;0.0;0.0;0.0;limpeza
531.0;PRODUTO 531;0.0;0.0;0.0;0.0;vestuario
532.0;PRODUTO 532;0.0;0.0;0.0;0.0;eletronico
533.0;PRODUTO 533;0.0;0.0;0.0;0.0;vestuario
534.0;PRODUTO 534;0.0;0.0;0.0;0.0;eletronico
535.0;PRODUTO 535;0.0;0.0;0.0;0.0;vestuario
536.0;PRODUTO 536;0.0;0.0;0.0;0.0;movel
537.0;PRODUTO 537;0.0;0.0;0.0;0.0;vestuario
538.0;PRODUTO 538;0.0;0.0;0.0;0.0;cosmetico
539.0;PRODUTO 539;0.0;0.0;0.0;0.0;suplemento
540.0;PRODUTO 540;0.0;0.0;0.0;0.0;suplemento
541.0;PRODUTO 541;0.0;0.0;0.0;0.0;cosmetico
542.0;PRODUTO 542;0.0;0.0;0.0;0.0;eletronico
543.0;PRODUTO 543;0.0;0.0;0.0;0.0;vestuario
544.0;PRODUTO 544;0.0;0.0;0.0;0.0;livro
545.0;PRODUTO 545;0.0;0.0;0.0;0.0;movel
546.0;PRODUTO 546;0.0;0.0;0.0;0.0;infoproduto
547.0;PRODUTO 547;0.0;0.0;0.0;0.0;suplemento
548.0;PRODUTO 548;0.0;0.0;0.0;0.0;cosmetico
549.0;PRODUTO 549;0.0;0.0;0.0;0.0;eletronico
550.0;PRODUTO 550;0.0;0.0;0.0;0.0;cosmetico
551.0;PRODUTO 551;0.0;0.0;0.0;0.0;cosmetico
552.0;PRODUTO 552;0.0;0.0;0.0;0.0;cosmetico
553.0;PRODUTO 553;0.0;0.0;0.0;0.0;movel
554.0;PRODUTO 554;0.0;0.0;0.0;0.0;eletronico
555.0;PRODUTO 555;0.0;0.0;0.0;0.0;movel
556.0;PRODUTO 556;0.0;0.0;0.0;0.0;eletronico
557.0;PRODUTO 557;0.0;0.0;0.0;0.0;cosmetico
558.0;PRODUTO 558;0.0;0.0;0.0;0.0;livro
559.0;PRODUTO 559;0.0;0.0;0.0;0.0;livro
560.0;PRODUTO 560;0.01;0.0;0.0;0.0;infoproduto
561.0;PRODUTO 561;0.0;0.0;0.0;0.0;eletronico
562.0;PRODUTO 562;0.0;0.0;0.0;0.0;eletronico
563.0;PRODUTO 563;0.0;0.0;0.0;0.0;infoproduto
564.0;PRODUTO 564;0.0;0.0;0.0;0.0;infoproduto
565.0;PRODUTO 565;0.0;0.0;0.0;0.0;cosmetico
566.0;PRODUTO 566;0.0;0.0;0.0;0.0;limpeza
567.0;PRODUTO 567;0.0;0.0;0.0;0.0;cosmetico
568.0;PRODUTO 568;0.0;0.0;0.0;0.0;vestuario
569.0;PRODUTO 569;0.0;0.0;0.0;0.0;infoproduto
570.0;PRODUTO 570;0.0;0.0;0.0;0.0;cosmetico
571.0;PRODUTO 571;0.0;0.0;0.0;0.0;movel
572.0;PRODUTO 572;0.0;0.0;0.0;0.0;infoproduto
573.0;PRODUTO 573;0.0;0.0;0.0;0.0;eletronico
574.0;PRODUTO 574;0.0;0.0;0.0;0.0;eletronico
575.0;PRODUTO 575;0.0;0.0;0.0;0.0;eletronico
576.0;PRODUTO 576;0.0;0.0;0.0;0.0;eletronico
577.0;PRODUTO 577;0.0;0.0;0.0;0.0;eletronico
578.0;PRODUTO 578;0.0;0.0;0.0;0.0;vestuario
579.0;PRODUTO 579;0.0;0.0;0.0;0.0;limpeza
580.0;PRODUTO 580;0.0;0.0;0.0;0.0;suplemento
581.0;PRODUTO 581;0.0;0.0;0.0;0.0;eletronico
582.0;PRODUTO 582;0.0;0.0;0.0;0.0;livro
583.0;PRODUTO 583;0.0;0.0;0.0;0.0;limpeza
584.0;PRODUTO 584;0.0;0.0;0.0;0.0;movel
585.0;PRODUTO 585;0.0;0.0;0.0;0.0;infoproduto
586.0;PRODUTO 586;0.0;0.0;0.0;0.0;movel
587.0;PRODUTO 587;0.0;0.0;0.0;0.0;limpeza
588.0;PRODUTO 588;0.0;0.0;0.0;0.0;cosmetico
589.0;PRODUTO 589;0.0;0.0;0.0;0.0;eletronico
590.0;PRODUTO 590;0.0;0.0;0.0;0.0;infoproduto
591.0;PRODUTO 591;0.0;0.0;0.0;0.0;vestuario
592.0;PRODUTO 592;0.0;0.0;0.0;0.0;eletronico
593.0;PRODUTO 593;0.0;0.0;0.0;0.0;infoproduto
594.0;PRODUTO 594;0.0;0.0;0.0;0.0;eletronico
595.0;PRODUTO 595;0.0;0.0;0.0;0.0;cosmetico
596.0;PRODUTO 596;0.0;0.0;0.0;0.0;eletronico
597.0;PRODUTO 597;0.0;0.0;0.0;0.0;limpeza
598.0;PRODUTO 598;0.0;0.0;0.0;0.0;eletronico
599.0;PRODUTO 599;0.0;0.0;0.0;0.0;infoproduto
600.0;PRODUTO 600;0.0;0.0;0.0;0.0;infoproduto
601.0;PRODUTO 601;0.0;0.0;0.0;0.0;infoproduto
602.0;PRODUTO 602;0.0;0.0;0.0;0.0;movel
603.0;PRODUTO 603;0.0;0.0;0.0;0.0;eletronico
604.0;PRODUTO 604;0.0;0.0;0.0;0.0;vestuario
605.0;PRODUTO 605;0.0;0.0;0.0;0.0;suplemento
606.0;PRODUTO 606;0.0;0.0;0.0;0.0;eletronico
607.0;PRODUTO 607;0.0;0.0;0.0;0.0;eletronico
608.0;PRODUTO 608;0.0;0.0;0.0;0.0;infoproduto
609.0;PRODUTO 609;0.0;0.0;0.0;0.0;eletronico
610.0;PRODUTO 610;0.0;0.0;0.0;0.0;infoproduto
611.0;PRODUTO 611;0.0;0.0;0.0;0.0;eletronico
612.0;PRODUTO 612;0.0;0.0;0.0;0.0;livro
613.0;PRODUTO 613;0.0;0.0;0.0;0.0;eletronico
614.0;PRODUTO 614;0.0;0.0;0.0;0.0;infoproduto
615.0;PRODUTO 615;0.0;0.0;0.0;0.0;vestuario
616.0;PRODUTO 616;0.0;0.0;0.0;0.0;cosmetico
617.0;PRODUTO 617;0.0;0.0;0.0;0.0;eletronico
618.0;PRODUTO 618;0.0;0.0;0.0;0.0;cosmetico
619.0;PRODUTO 619;0.0;0.0;0.0;0.0;eletronico
620.0;PRODUTO 620;0.0;0.0;0.0;0.0;vestuario
621.0;PRODUTO 621;0.0;0.0;0.0;0.0;cosmetico
622.0;PRODUTO 622;0.0;0.0;0.0;0.0;cosmetico
623.0;PRODUTO 623;0.0;0.0;0.0;0.0;livro
624.0;PRODUTO 624;0.0;0.0;0.0;0.0;livro
625.0;PRODUTO 625;0.0;0.0;0.0;0.0;movel
626.0;PRODUTO 626;0.0;0.0;0.0;0.0;suplemento
627.0;PRODUTO 627;0.0;0.0;0.0;0.0;movel
628.0;PRODUTO 628;0.0;0.0;0.0;0.0;suplemento
629.0;PRODUTO 629;0.0;0.0;0.0;0.0;cosmetico
630.0;PRODUTO 630;0.0;0.0;0.0;0.0;movel
631.0;PRODUTO 631;0.0;0.0;0.0;0.0;livro
632.0;PRODUTO 632;0.0;0.0;0.0;0.0;infoproduto
633.0;PRODUTO 633;0.0;0.0;0.0;0.0;limpeza
634.0;PRODUTO 634;0.0;0.0;0.0;0.0;infoproduto
635.0;PRODUTO 635;0.0;0.0;0.0;0.0;infoproduto
636.0;PRODUTO 636;0.0;0.0;0.0;0.0;eletronico
637.0;PRODUTO 637;0.0;0.0;0.0;0.0;cosmetico
638.0;PRODUTO 638;0.0;0.0;0.0;0.0;eletronico
639.0;PRODUTO 639;0.0;0.0;0.0;0.0;cosmetico
640.0;PRODUTO 640;0.0;0.0;0.0;0.0;movel
641.0;PRODUTO 641;0.0;0.0;0.0;0.0;suplemento
642.0;PRODUTO 642;0.0;0.0;0.0;0.0;cosmetico
643.0;PRODUTO 643;0.0;0.0;0.0;0.0;eletronico
644.0;PRODUTO 644;0.0;0.0;0.0;0.0;limpeza
645.0;PRODUTO 645;0.0;0.0;0.0;0.0;movel
646.0;PRODUTO 646;0.0;0.0;0.0;0.0;cosmetico
647.0;PRODUTO 647;0.0;0.0;0.0;0.0;infoproduto
648.0;PRODUTO 648;0.0;0.0;0.0;0.0;infoproduto
649.0;PRODUTO 649;0.0;0.0;0.0;0.0;infoproduto
650.0;PRODUTO 650;0.0;0.0;0.0;0.0;eletronico
651.0;PRODUTO 651;0.0;0.0;0.0;0.0;limpeza
652.0;PRODUTO 652;0.0;0.0;0.0;0.0;eletronico
653.0;PRODUTO 653;0.0;0.0;0.0;0.0;limpeza
654.0;PRODUTO 654;0.0;0.0;0.0;0.0;eletronico
655.0;PRODUTO 655;0.0;0.0;0.0;0.0;suplemento
656.0;PRODUTO 656;0.0;0.0;0.0;0.0;eletronico
657.0;PRODUTO 657;0.0;0.0;0.0;0.0;eletronico
658.0;PRODUTO 658;0.0;0.0;0.0;0.0;movel
